application_id,company_experience_years,previous_similar_projects,total_employees,engineers_count,machinery_count,offered_budget_MAD,estimated_budget_MAD,budget_difference_ratio,proposed_duration_days,total_length_km,road_width_m,lanes,category,road_class,terrain_type,soil_type,slope,compliance_issues_count,technical_score,financial_score,is_fraudulent
2903,25,7,363,6,10,71500000,68000000,0.0515,895,181,3,1,Provincial,Secondary,Coastal,Rocky,Low,0,84.19,95.1,0
3159,6,8,339,4,12,72000000,72000000,0.0,564,114,3,1,Provincial,Secondary,Flat,Sandy,High,0,91.86,100.0,0
8677,14,4,661,7,6,450000000,299000000,0.505,492,113,7,2,National,Primary,Coastal,Clay,Low,2,36.67,66.44,1
711,8,1,68,1,3,41000000,42000000,-0.0238,284,93,3,1,Provincial,Secondary,Desert,Clay,High,0,84.5,100.0,0
9632,20,3,550,4,31,715000000,477500000,0.4974,330,72,14,4,Autoroute,Primary,Desert,Sandy,Moderate,3,30.16,66.78,1
651,5,1,192,1,4,35500000,36000000,-0.0139,211,52,3,1,Regional,Secondary,Desert,Sandy,Moderate,1,96.92,100.0,0
4618,21,3,903,10,15,171500000,188000000,-0.0878,168,64,7,2,National,Primary,Mountainous,Clay,Low,0,79.52,100.0,0
9088,18,6,525,3,18,2731500000,1888500000,0.4464,1022,231,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,3,48.08,69.14,1
2227,9,3,49,1,3,42000000,43000000,-0.0233,522,97,3,1,Provincial,Secondary,Flat,Clay,High,0,92.95,100.0,0
28,21,8,949,16,56,663000000,684000000,-0.0307,548,105,14,4,Autoroute,Primary,Mountainous,Rocky,Low,0,92.9,100.0,0
6545,11,9,898,5,5,92000000,92000000,0.0,614,113,3,1,Regional,Secondary,Desert,Clay,Moderate,0,95.07,100.0,0
6029,22,6,571,7,34,435000000,416500000,0.0444,737,154,7,2,National,Primary,Mixed,Rocky,High,1,86.32,95.75,0
2102,5,8,316,3,18,370000000,410500000,-0.0987,439,151,7,2,National,Primary,Coastal,Sandy,Moderate,0,76.19,100.0,0
5291,5,7,226,4,8,541000000,537500000,0.0065,1033,242,7,2,National,Primary,Coastal,Clay,Moderate,0,97.83,99.35,0
7335,6,0,66,1,3,15500000,26000000,-0.4038,93,41,3,1,Regional,Secondary,Desert,Rocky,Low,2,43.41,100.0,1
7003,5,4,414,5,19,1064500000,696000000,0.5295,488,98,14,4,Autoroute,Primary,Mountainous,Clay,Moderate,2,47.87,65.38,1
2536,20,4,238,4,6,261000000,241000000,0.083,141,47,14,4,National,Primary,Mixed,Sandy,High,1,81.35,92.34,0
1790,28,6,492,7,5,230000000,220000000,0.0455,611,116,7,2,Regional,Secondary,Mountainous,Sandy,Moderate,0,83.93,95.65,0
2124,26,5,318,5,8,342500000,366500000,-0.0655,607,102,14,4,National,Primary,Flat,Rocky,Low,1,93.97,100.0,0
7307,1,1,119,1,3,6000000,12000000,-0.5,133,35,3,1,Provincial,Secondary,Mixed,Sandy,Low,2,41.59,100.0,1
7465,9,2,172,1,5,50500000,36000000,0.4028,216,44,3,1,Regional,Secondary,Desert,Clay,High,3,39.95,71.29,1
8217,5,7,910,12,24,271000000,177500000,0.5268,984,241,3,1,Provincial,Secondary,Mountainous,Clay,Low,2,42.38,65.5,1
8531,22,5,490,6,31,83000000,52500000,0.581,358,113,3,1,Provincial,Secondary,Mixed,Clay,Low,2,52.45,63.25,1
9733,19,8,525,4,7,475500000,320500000,0.4836,826,200,7,2,National,Primary,Flat,Clay,Low,3,30.72,67.4,1
2089,17,5,547,8,35,328000000,353000000,-0.0708,988,212,7,2,National,Primary,Flat,Sandy,Low,1,78.21,100.0,0
2348,9,7,541,8,34,224500000,233000000,-0.0365,495,121,7,2,Regional,Secondary,Mountainous,Rocky,Moderate,0,83.86,100.0,0
2244,6,4,41,1,3,24000000,23000000,0.0435,296,52,3,1,Provincial,Secondary,Desert,Rocky,High,1,92.5,95.83,0
7283,14,6,760,11,26,2992500000,2292500000,0.3053,645,242,14,4,Autoroute,Primary,Mountainous,Clay,High,3,36.23,76.61,1
8830,26,7,475,8,20,601000000,867500000,-0.3072,566,150,14,4,Autoroute,Primary,Coastal,Sandy,Low,2,49.58,100.0,1
1301,23,4,474,4,20,1625500000,1567000000,0.0373,1104,215,14,4,Autoroute,Primary,Coastal,Clay,Moderate,0,76.3,96.4,0
428,22,7,474,4,27,1242500000,1346500000,-0.0772,676,184,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,0,72.87,100.0,0
6900,5,4,117,1,3,84000000,77500000,0.0839,107,32,7,2,Regional,Secondary,Mountainous,Sandy,High,0,83.09,92.26,0
1236,5,4,462,7,17,1366500000,1498000000,-0.0878,504,201,14,4,Autoroute,Primary,Mountainous,Sandy,Moderate,0,72.94,100.0,0
3647,22,6,869,8,15,1111000000,1220000000,-0.0893,1217,207,14,4,Autoroute,Primary,Coastal,Clay,Low,0,92.82,100.0,0
439,27,3,579,4,20,177500000,185000000,-0.0405,1122,195,3,1,Regional,Secondary,Coastal,Clay,High,0,83.31,100.0,0
9601,19,8,746,13,21,1258500000,965500000,0.3035,836,225,14,4,National,Primary,Desert,Rocky,Low,2,54.5,76.72,1
7038,5,6,923,9,54,1244500000,913000000,0.3631,570,159,14,4,Autoroute,Primary,Desert,Clay,Moderate,2,47.96,73.36,1
188,9,3,64,1,3,55000000,60000000,-0.0833,262,55,7,2,Regional,Secondary,Desert,Sandy,Low,1,70.75,100.0,0
5403,10,6,950,16,47,316000000,310500000,0.0177,452,106,7,2,National,Primary,Mountainous,Clay,High,0,76.67,98.26,0
6228,5,9,220,4,6,1149000000,1098000000,0.0464,449,178,14,4,Autoroute,Primary,Flat,Rocky,Moderate,0,90.44,95.56,0
7794,11,8,721,6,26,269500000,175000000,0.54,682,117,7,2,Regional,Secondary,Flat,Sandy,Low,2,42.19,64.94,1
6148,23,6,277,3,7,944000000,1001500000,-0.0574,887,151,14,4,Autoroute,Primary,Mixed,Sandy,Moderate,0,90.42,100.0,0
9470,8,9,582,6,9,463000000,773500000,-0.4014,342,133,14,4,National,Primary,Mountainous,Rocky,High,3,49.25,100.0,1
2377,9,4,832,13,8,578000000,539500000,0.0714,283,84,14,4,Autoroute,Primary,Coastal,Sandy,Low,0,72.82,93.34,0
1787,5,6,367,5,9,496000000,551000000,-0.0998,1040,196,7,2,National,Primary,Mixed,Sandy,Moderate,0,73.9,100.0,0
1342,28,8,722,12,32,1277000000,1270000000,0.0055,485,186,14,4,Autoroute,Primary,Mixed,Rocky,Moderate,0,78.63,99.45,0
6516,18,9,391,6,21,515500000,505500000,0.0198,397,192,7,2,National,Primary,Flat,Sandy,Moderate,0,72.15,98.06,0
7034,8,6,318,5,20,742500000,498500000,0.4895,1198,242,7,2,Regional,Secondary,Mountainous,Clay,High,2,44.23,67.14,1
7950,6,0,168,2,5,39000000,64500000,-0.3953,130,65,3,1,Regional,Secondary,Mountainous,Rocky,Moderate,2,34.17,100.0,1
7326,7,3,108,1,3,41500000,28000000,0.4821,150,33,3,1,Provincial,Secondary,Mountainous,Sandy,High,3,50.25,67.47,1
3766,17,5,960,6,35,349500000,346000000,0.0101,258,49,14,4,Autoroute,Primary,Flat,Rocky,High,0,70.63,99.0,0
9907,21,4,818,10,19,1747500000,1320000000,0.3239,692,173,14,4,Autoroute,Primary,Coastal,Sandy,High,2,40.47,75.54,1
5411,28,5,700,13,28,513500000,569000000,-0.0975,236,79,14,4,Autoroute,Primary,Flat,Clay,High,0,99.31,100.0,0
5415,16,3,931,15,58,777000000,746500000,0.0409,334,151,14,4,Autoroute,Primary,Flat,Clay,Low,1,93.66,96.07,0
1366,8,5,528,4,31,334500000,358500000,-0.0669,557,143,7,2,National,Primary,Mixed,Rocky,Moderate,0,95.35,100.0,0
1208,8,1,89,1,4,117000000,126000000,-0.0714,402,77,7,2,Regional,Secondary,Flat,Rocky,High,0,72.33,100.0,0
5462,23,9,377,5,19,546000000,525500000,0.039,310,94,14,4,Autoroute,Primary,Coastal,Clay,Low,0,94.39,96.25,0
6430,17,6,287,3,18,115000000,119500000,-0.0377,669,130,3,1,Regional,Secondary,Flat,Rocky,High,0,77.94,100.0,0
6495,11,3,864,8,5,73000000,70500000,0.0355,348,170,3,1,Provincial,Secondary,Flat,Rocky,High,0,85.12,96.58,0
5203,17,4,900,9,33,1492500000,1507000000,-0.0096,1269,224,14,4,Autoroute,Primary,Desert,Rocky,High,0,80.51,100.0,0
3105,5,7,388,5,5,513000000,529000000,-0.0302,439,82,14,4,Autoroute,Primary,Coastal,Sandy,Low,0,70.22,100.0,0
3005,4,2,106,1,4,59500000,63500000,-0.063,399,79,3,1,Provincial,Secondary,Mixed,Clay,High,0,77.82,100.0,0
6074,18,8,916,10,54,750000000,792500000,-0.0536,949,243,7,2,National,Primary,Mountainous,Sandy,Moderate,1,73.68,100.0,0
1478,9,8,380,3,13,133500000,127500000,0.0471,1202,238,3,1,Provincial,Secondary,Mountainous,Sandy,Low,0,70.34,95.51,0
2503,20,9,351,3,13,101000000,94500000,0.0688,212,40,7,2,National,Primary,Mixed,Clay,Moderate,0,71.44,93.56,0
8051,19,5,965,5,35,49000000,96500000,-0.4922,871,164,3,1,Provincial,Secondary,Coastal,Clay,Low,2,31.07,100.0,1
8156,17,4,701,12,41,1180500000,1840000000,-0.3584,779,246,14,4,Autoroute,Primary,Coastal,Clay,Moderate,2,50.09,100.0,1
7538,27,6,660,3,36,110500000,71000000,0.5563,730,158,3,1,Provincial,Secondary,Flat,Clay,High,3,49.04,64.25,1
4955,9,5,390,5,14,105500000,102000000,0.0343,647,178,3,1,Provincial,Secondary,Coastal,Rocky,Low,0,75.64,96.68,0
4503,6,1,42,1,3,41000000,41000000,0.0,191,59,3,1,Provincial,Secondary,Mixed,Clay,High,0,75.62,100.0,0
3516,16,5,410,3,15,62000000,62000000,0.0,620,142,3,1,Provincial,Secondary,Desert,Rocky,Low,0,83.28,100.0,0
7162,15,5,891,15,43,425500000,842000000,-0.4947,577,113,14,4,Autoroute,Primary,Mountainous,Rocky,Low,3,36.49,100.0,1
9439,7,5,593,10,6,146500000,107500000,0.3628,447,131,3,1,Regional,Secondary,Coastal,Rocky,High,2,46.69,73.38,1
2782,19,9,556,9,14,120500000,116000000,0.0388,966,183,3,1,Provincial,Secondary,Mixed,Rocky,High,0,99.09,96.27,0
2418,28,4,615,7,33,427500000,470000000,-0.0904,771,142,7,2,National,Primary,Mountainous,Rocky,High,0,95.11,100.0,0
2277,26,4,369,6,17,668500000,623000000,0.073,337,92,14,4,Autoroute,Primary,Coastal,Sandy,Low,0,95.98,93.19,0
6138,28,5,410,4,19,582500000,535000000,0.0888,277,91,14,4,Autoroute,Primary,Mixed,Clay,Low,0,98.83,91.85,0
8376,16,5,928,8,6,36500000,64500000,-0.4341,457,185,3,1,Provincial,Secondary,Coastal,Sandy,Low,2,48.06,100.0,1
3747,8,4,120,1,3,29000000,27000000,0.0741,216,42,3,1,Provincial,Secondary,Flat,Rocky,Moderate,0,83.36,93.1,0
3896,8,5,717,12,44,85500000,83500000,0.024,964,207,3,1,Provincial,Secondary,Coastal,Clay,Low,0,93.72,97.66,0
3640,25,5,895,14,58,976500000,1043500000,-0.0642,1282,234,14,4,National,Primary,Mixed,Rocky,Low,0,96.39,100.0,0
8002,26,5,877,16,37,139500000,97000000,0.4381,507,131,3,1,Regional,Secondary,Flat,Rocky,Moderate,3,39.8,69.53,1
3996,22,3,471,5,24,111500000,121500000,-0.0823,580,140,3,1,Provincial,Secondary,Mountainous,Sandy,High,1,74.97,100.0,0
4696,7,6,886,3,57,120000000,117000000,0.0256,696,234,3,1,Provincial,Secondary,Mixed,Rocky,High,0,99.4,97.5,0
3048,5,2,173,1,3,15000000,16000000,-0.0625,115,30,3,1,Provincial,Secondary,Desert,Sandy,Moderate,0,95.51,100.0,0
1059,14,8,963,11,13,692500000,637000000,0.0871,961,180,7,2,National,Primary,Mountainous,Clay,High,0,74.52,91.99,0
8765,27,8,669,8,42,748000000,1218000000,-0.3859,415,155,14,4,Autoroute,Primary,Coastal,Sandy,High,3,48.49,100.0,1
9352,17,4,899,11,26,117000000,82500000,0.4182,392,116,3,1,Provincial,Secondary,Mountainous,Clay,High,3,53.24,70.51,1
3490,27,8,261,3,14,494500000,451000000,0.0965,530,174,7,2,National,Primary,Flat,Rocky,Moderate,1,77.06,91.2,0
8220,12,3,589,5,12,609000000,1177000000,-0.4826,956,168,14,4,Autoroute,Primary,Mixed,Rocky,High,3,49.29,100.0,1
7939,5,3,853,3,50,680500000,502500000,0.3542,379,97,14,4,Autoroute,Primary,Desert,Clay,Low,3,54.82,73.84,1
2606,10,8,576,10,6,459500000,495500000,-0.0727,786,207,7,2,National,Primary,Coastal,Sandy,Low,0,98.54,100.0,0
8492,22,4,514,7,25,77000000,118500000,-0.3502,205,62,7,2,National,Primary,Coastal,Sandy,Low,3,47.86,100.0,1
1449,21,4,856,5,44,250500000,274500000,-0.0874,691,138,7,2,National,Primary,Coastal,Clay,Low,1,91.12,100.0,0
9053,3,2,86,1,3,59500000,40000000,0.4875,89,41,3,1,Regional,Secondary,Mountainous,Sandy,High,3,50.76,67.23,1
4805,19,4,863,10,21,78500000,85500000,-0.0819,496,194,3,1,Provincial,Secondary,Desert,Rocky,Moderate,1,70.16,100.0,0
3982,28,5,203,3,8,110000000,102500000,0.0732,284,101,3,1,Regional,Secondary,Desert,Rocky,High,0,85.0,93.18,0
2804,5,4,276,4,9,81500000,79500000,0.0252,508,191,3,1,Provincial,Secondary,Desert,Sandy,High,0,90.18,97.55,0
2762,13,5,594,10,8,942500000,898500000,0.049,1170,216,14,4,National,Primary,Coastal,Clay,Moderate,0,92.81,95.33,0
9818,29,3,647,3,18,96000000,141000000,-0.3191,845,235,3,1,Provincial,Secondary,Mountainous,Sandy,Moderate,3,48.96,100.0,1
358,4,0,100,1,4,31500000,33000000,-0.0455,196,65,3,1,Provincial,Secondary,Flat,Clay,High,0,73.49,100.0,0
6506,20,5,596,4,16,352500000,373500000,-0.0562,1035,233,7,2,Regional,Secondary,Mountainous,Rocky,Low,0,86.73,100.0,0
3845,27,8,762,12,24,314000000,331000000,-0.0514,883,193,7,2,Regional,Secondary,Mixed,Sandy,Low,1,79.36,100.0,0
9210,12,8,924,17,19,926000000,1374500000,-0.3263,860,201,14,4,Autoroute,Primary,Desert,Sandy,High,3,32.61,100.0,1
5459,17,7,871,8,57,128000000,127000000,0.0079,990,204,3,1,Provincial,Secondary,Mountainous,Rocky,High,0,89.74,99.22,0
9634,8,4,307,5,9,617500000,402500000,0.5342,157,53,14,4,Autoroute,Primary,Mixed,Rocky,High,2,53.75,65.18,1
1171,3,1,91,1,4,21500000,23000000,-0.0652,278,51,3,1,Provincial,Secondary,Coastal,Sandy,Low,0,87.82,100.0,0
333,20,6,995,8,33,738000000,714500000,0.0329,329,99,14,4,Autoroute,Primary,Mountainous,Sandy,Low,0,78.39,96.82,0
1224,13,3,938,14,24,233000000,230500000,0.0108,90,35,14,4,National,Primary,Mountainous,Clay,High,0,86.15,98.93,0
9913,21,7,612,5,30,63500000,98500000,-0.3553,188,51,7,2,National,Primary,Flat,Sandy,Moderate,2,30.93,100.0,1
8872,5,4,764,11,25,146500000,264500000,-0.4461,123,46,14,4,Autoroute,Primary,Mixed,Clay,Low,3,44.54,100.0,1
5871,14,3,778,11,40,1426500000,1353500000,0.0539,643,231,14,4,Autoroute,Primary,Mixed,Sandy,Moderate,0,85.83,94.88,0
3783,16,5,252,4,7,798000000,782000000,0.0205,328,121,14,4,Autoroute,Primary,Mountainous,Sandy,Low,0,96.97,97.99,0
2404,27,5,425,3,19,670000000,680500000,-0.0154,484,123,14,4,Autoroute,Primary,Coastal,Clay,Low,0,86.76,100.0,0
5222,9,3,438,5,14,455000000,485000000,-0.0619,717,232,7,2,Regional,Secondary,Mountainous,Rocky,High,1,93.79,100.0,0
6356,7,6,334,3,16,76000000,76000000,0.0,937,172,3,1,Provincial,Secondary,Flat,Clay,Low,1,74.31,100.0,0
6685,6,3,156,2,6,26500000,24500000,0.0816,199,35,3,1,Regional,Secondary,Coastal,Clay,Moderate,1,88.9,92.45,0
1118,13,4,600,4,14,195000000,196500000,-0.0076,484,102,7,2,National,Primary,Flat,Rocky,Low,0,88.29,100.0,0
9366,26,8,891,3,10,395500000,276500000,0.4304,349,73,14,4,National,Primary,Desert,Sandy,Moderate,2,52.91,69.91,1
6607,27,7,442,6,7,1038000000,978500000,0.0608,871,151,14,4,Autoroute,Primary,Mixed,Rocky,Moderate,1,81.12,94.27,0
9262,20,3,705,10,37,29500000,54000000,-0.4537,934,161,3,1,Provincial,Secondary,Desert,Rocky,Low,3,52.7,100.0,1
6639,22,6,231,3,6,547500000,498500000,0.0983,484,187,7,2,National,Primary,Mixed,Sandy,High,0,72.9,91.05,0
7401,9,1,39,1,3,75500000,116500000,-0.3519,191,77,7,2,Regional,Secondary,Desert,Rocky,High,2,50.02,100.0,1
9227,22,8,853,15,28,236000000,338000000,-0.3018,1406,248,7,2,Regional,Secondary,Mountainous,Sandy,Low,3,39.68,100.0,1
8424,16,8,514,8,23,1746000000,1246000000,0.4013,729,200,14,4,Autoroute,Primary,Mixed,Sandy,Low,3,41.32,71.36,1
4832,5,0,63,1,4,23500000,22000000,0.0682,197,33,3,1,Provincial,Secondary,Coastal,Clay,Low,0,93.27,93.62,0
3595,12,6,536,6,19,1485500000,1460000000,0.0175,1156,211,14,4,Autoroute,Primary,Desert,Rocky,Moderate,0,70.3,98.28,0
7485,28,9,664,3,28,72000000,140000000,-0.4857,706,213,3,1,Regional,Secondary,Desert,Clay,Low,2,49.35,100.0,1
1056,29,7,934,12,51,1060500000,1028500000,0.0311,607,130,14,4,Autoroute,Primary,Mixed,Rocky,High,0,88.1,96.98,0
1385,3,2,105,1,3,118000000,116500000,0.0129,424,86,7,2,Regional,Secondary,Desert,Rocky,Low,0,84.75,98.73,0
7454,8,7,699,7,35,374500000,243500000,0.538,201,37,14,4,Autoroute,Primary,Desert,Clay,Moderate,2,44.04,65.02,1
4974,7,3,761,7,19,397000000,414500000,-0.0422,595,229,7,2,Regional,Secondary,Coastal,Clay,High,0,81.48,100.0,0
2254,16,5,626,8,18,894500000,838500000,0.0668,506,117,14,4,Autoroute,Primary,Mixed,Clay,Moderate,0,93.59,93.74,0
9302,10,3,573,3,11,43000000,68000000,-0.3676,620,107,3,1,Provincial,Secondary,Mountainous,Rocky,High,2,46.41,100.0,1
1564,20,6,265,4,15,98500000,106500000,-0.0751,776,200,3,1,Provincial,Secondary,Mountainous,Clay,High,0,72.66,100.0,0
437,14,6,827,7,38,921500000,1011000000,-0.0885,586,163,14,4,Autoroute,Primary,Desert,Rocky,Moderate,0,80.64,100.0,0
8903,10,9,500,7,22,199500000,350500000,-0.4308,233,51,14,4,Autoroute,Primary,Mixed,Clay,Moderate,2,41.43,100.0,1
6409,17,7,476,4,20,1232000000,1323500000,-0.0691,673,184,14,4,Autoroute,Primary,Flat,Clay,High,0,77.49,100.0,0
7873,20,8,990,18,53,253500000,432500000,-0.4139,1129,236,7,2,National,Primary,Flat,Sandy,Moderate,3,46.51,100.0,1
767,24,4,483,3,10,1488000000,1467500000,0.014,1126,239,14,4,Autoroute,Primary,Flat,Rocky,High,0,98.8,98.62,0
7669,16,6,568,4,23,47500000,79000000,-0.3987,228,111,3,1,Provincial,Secondary,Mixed,Clay,High,3,39.65,100.0,1
8971,18,7,413,7,26,234500000,364000000,-0.3558,126,55,14,4,Autoroute,Primary,Desert,Clay,High,2,53.66,100.0,1
1721,28,8,261,4,11,56000000,59000000,-0.0508,450,107,3,1,Provincial,Secondary,Coastal,Sandy,Moderate,0,97.02,100.0,0
6486,10,8,351,5,12,56000000,54000000,0.037,748,125,3,1,Provincial,Secondary,Mixed,Rocky,Low,1,79.73,96.43,0
378,20,4,420,5,27,1378500000,1472500000,-0.0638,939,219,14,4,Autoroute,Primary,Coastal,Sandy,Moderate,0,97.39,100.0,0
6499,5,2,48,1,3,117500000,114000000,0.0307,524,91,7,2,Regional,Secondary,Flat,Rocky,High,0,94.57,97.02,0
9603,6,3,99,1,4,63000000,43500000,0.4483,276,64,3,1,Provincial,Secondary,Coastal,Clay,Moderate,3,42.46,69.05,1
7949,18,7,435,6,8,1396000000,944000000,0.4788,704,176,14,4,National,Primary,Mountainous,Rocky,Low,2,31.95,67.62,1
1166,22,6,618,8,38,892500000,873500000,0.0218,619,173,14,4,National,Primary,Coastal,Sandy,Low,0,89.52,97.87,0
8529,11,4,714,5,5,787000000,1311500000,-0.3999,697,163,14,4,Autoroute,Primary,Mixed,Clay,High,3,45.27,100.0,1
5733,24,6,230,3,9,606000000,602000000,0.0066,482,122,14,4,National,Primary,Flat,Sandy,High,0,73.44,99.34,0
7402,25,4,652,9,28,481000000,315000000,0.527,287,138,7,2,National,Primary,Desert,Sandy,Low,3,38.44,65.49,1
1814,23,9,638,3,21,1349000000,1405000000,-0.0399,445,202,14,4,Autoroute,Primary,Desert,Rocky,High,0,96.28,100.0,0
8644,5,1,41,1,3,18500000,29000000,-0.3621,181,33,3,1,Regional,Secondary,Mountainous,Clay,Moderate,3,48.12,100.0,1
3914,23,4,691,4,23,138000000,150000000,-0.08,935,173,3,1,Provincial,Secondary,Mountainous,Clay,High,0,77.84,100.0,0
350,7,7,674,6,24,513500000,501500000,0.0239,487,99,14,4,National,Primary,Coastal,Rocky,Low,1,85.0,97.66,0
1445,5,8,950,12,50,56500000,57000000,-0.0088,618,161,3,1,Provincial,Secondary,Flat,Rocky,Low,0,83.51,100.0,0
2106,4,4,187,1,3,38000000,37000000,0.027,109,36,3,1,Regional,Secondary,Desert,Sandy,High,0,90.1,97.37,0
1540,11,6,592,9,21,82500000,87000000,-0.0517,838,179,3,1,Provincial,Secondary,Coastal,Sandy,Low,1,74.74,100.0,0
5659,7,3,360,4,19,67500000,68000000,-0.0074,148,36,7,2,National,Primary,Mixed,Clay,Low,0,96.58,100.0,0
3955,28,6,274,4,9,59500000,58000000,0.0259,620,109,3,1,Provincial,Secondary,Mountainous,Clay,Moderate,0,85.77,97.48,0
6143,12,9,848,11,39,260500000,249500000,0.0441,197,41,14,4,Autoroute,Primary,Coastal,Clay,Low,0,73.07,95.78,0
9027,26,7,385,4,11,264000000,446500000,-0.4087,243,62,14,4,Autoroute,Primary,Mountainous,Clay,Low,2,32.18,100.0,1
9658,5,3,689,11,37,88000000,64000000,0.375,506,106,3,1,Provincial,Secondary,Desert,Rocky,High,3,53.83,72.73,1
6488,25,8,500,6,14,82500000,79000000,0.0443,102,34,7,2,National,Primary,Flat,Clay,Moderate,0,82.41,95.76,0
5667,1,2,76,1,4,262000000,242500000,0.0804,209,95,7,2,Regional,Secondary,Mountainous,Clay,High,0,83.61,92.56,0
63,12,4,647,6,19,149500000,136000000,0.0993,532,124,3,1,Regional,Secondary,Coastal,Rocky,High,0,92.24,90.97,0
6079,5,5,706,3,20,1649000000,1594500000,0.0342,477,213,14,4,Autoroute,Primary,Coastal,Sandy,High,0,70.44,96.69,0
4231,28,3,442,3,19,498000000,549000000,-0.0929,512,94,14,4,Autoroute,Primary,Mixed,Rocky,Low,1,84.65,100.0,0
8481,22,7,221,3,9,325000000,206500000,0.5738,459,78,7,2,National,Primary,Desert,Sandy,High,3,43.98,63.54,1
8201,6,7,317,4,13,2324000000,1523000000,0.5259,1180,238,14,4,Autoroute,Primary,Mixed,Rocky,Moderate,2,39.32,65.53,1
2912,8,6,350,3,11,598500000,662500000,-0.0966,548,109,14,4,National,Primary,Mountainous,Clay,Low,0,75.28,100.0,0
9028,28,3,277,3,13,789500000,1453500000,-0.4568,950,222,14,4,Autoroute,Primary,Coastal,Rocky,Low,2,30.72,100.0,1
2596,8,7,582,4,6,99000000,103500000,-0.0435,675,122,3,1,Provincial,Secondary,Mountainous,Sandy,High,0,73.32,100.0,0
4013,17,8,944,13,46,419000000,445000000,-0.0584,891,170,7,2,National,Primary,Desert,Rocky,Moderate,0,96.42,100.0,0
5749,6,9,280,3,6,127000000,124000000,0.0242,333,56,7,2,National,Primary,Mixed,Sandy,Low,0,70.14,97.64,0
3286,14,6,816,15,41,457000000,442500000,0.0328,489,220,7,2,National,Primary,Mixed,Rocky,Low,0,83.02,96.83,0
6257,28,5,951,6,51,116000000,128500000,-0.0973,998,226,3,1,Provincial,Secondary,Flat,Sandy,Low,0,85.11,100.0,0
6259,15,7,450,7,22,260500000,238500000,0.0922,174,38,14,4,Autoroute,Primary,Mountainous,Sandy,Low,0,83.98,91.55,0
2790,16,4,566,3,7,301000000,292500000,0.0291,188,48,14,4,Autoroute,Primary,Flat,Clay,Moderate,1,76.96,97.18,0
10000,16,9,523,6,17,159000000,294500000,-0.4601,986,247,7,2,Regional,Secondary,Mixed,Rocky,Low,3,44.88,100.0,1
818,24,8,515,3,32,869500000,925000000,-0.06,812,158,14,4,Autoroute,Primary,Desert,Clay,Low,0,97.91,100.0,0
6837,18,8,792,14,43,56000000,59500000,-0.0588,273,103,3,1,Provincial,Secondary,Coastal,Sandy,Moderate,0,99.77,100.0,0
5962,24,5,468,3,27,252500000,239000000,0.0565,1244,239,7,2,Regional,Secondary,Flat,Sandy,Low,0,92.17,94.65,0
3868,12,3,866,15,56,764500000,833000000,-0.0822,633,106,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,1,96.39,100.0,0
8246,28,7,289,4,9,1753000000,1195500000,0.4663,995,205,14,4,Autoroute,Primary,Desert,Rocky,Low,3,45.15,68.2,1
9557,6,8,592,4,16,370500000,645000000,-0.4256,536,119,14,4,National,Primary,Coastal,Clay,Moderate,3,41.14,100.0,1
3150,26,4,596,4,27,312000000,338000000,-0.0769,266,64,14,4,Autoroute,Primary,Flat,Rocky,Low,0,70.75,100.0,0
9575,29,5,230,4,14,259000000,191500000,0.3525,88,40,14,4,National,Primary,Flat,Clay,Moderate,3,43.36,73.94,1
9682,28,8,385,4,16,330000000,246500000,0.3387,91,39,14,4,Autoroute,Primary,Coastal,Sandy,Moderate,3,42.61,74.7,1
192,24,6,801,9,25,173500000,181500000,-0.0441,67,31,14,4,Autoroute,Primary,Flat,Rocky,Moderate,0,81.9,100.0,0
2038,8,4,966,18,48,335500000,336500000,-0.003,570,193,7,2,Regional,Secondary,Mountainous,Sandy,Moderate,0,79.17,100.0,0
9990,13,8,871,3,54,51000000,73000000,-0.3014,681,115,3,1,Provincial,Secondary,Mountainous,Sandy,High,3,53.9,100.0,1
4846,25,9,787,12,49,579500000,561500000,0.0321,150,64,14,4,Autoroute,Primary,Mountainous,Sandy,High,0,98.34,96.89,0
8219,6,4,535,3,34,73500000,48000000,0.5312,340,143,3,1,Provincial,Secondary,Flat,Clay,Low,2,47.47,65.31,1
8464,13,3,590,10,27,1023000000,670500000,0.5257,645,224,7,2,National,Primary,Mountainous,Sandy,High,3,30.37,65.54,1
555,19,4,250,4,10,257000000,275000000,-0.0655,274,52,14,4,Autoroute,Primary,Flat,Sandy,Low,0,86.22,100.0,0
9245,21,7,603,8,33,368000000,711000000,-0.4824,214,92,14,4,Autoroute,Primary,Desert,Clay,High,2,42.29,100.0,1
9562,8,4,974,6,61,452500000,291000000,0.555,174,42,14,4,Autoroute,Primary,Coastal,Clay,High,2,30.28,64.31,1
9465,11,6,241,4,5,1483000000,970500000,0.5281,300,141,14,4,Autoroute,Primary,Desert,Clay,High,3,34.8,65.44,1
2644,29,8,631,5,21,1141500000,1261500000,-0.0951,490,188,14,4,Autoroute,Primary,Mountainous,Clay,Low,0,95.63,100.0,0
2345,8,6,288,4,5,243000000,269500000,-0.0983,163,42,14,4,Autoroute,Primary,Flat,Rocky,Moderate,0,97.57,100.0,0
